weight,dataset,accuracy,asr
0.58,gsm8k,,0.7942857142857143
0.58,winogrande,,1.0
0.59,gsm8k,,0.7114285714285714
0.59,winogrande,,0.9942857142857143
0.6,gsm8k,,0.6342857142857142
0.6,winogrande,,0.9885714285714285
0.61,gsm8k,,0.5457142857142857
0.61,winogrande,,0.9771428571428571
0.62,gsm8k,,0.4742857142857143
0.62,winogrande,,0.9714285714285714
0.63,gsm8k,,0.4085714285714286
0.63,winogrande,,0.9314285714285714
0.64,gsm8k,,0.3342857142857143
0.64,winogrande,,0.8942857142857142
0.65,gsm8k,,0.2857142857142857
0.65,winogrande,,0.84
0.66,gsm8k,,0.22857142857142856
0.66,winogrande,,0.7828571428571428
0.67,gsm8k,,0.18857142857142858
0.67,winogrande,,0.7057142857142857
0.68,gsm8k,,0.15714285714285714
0.68,winogrande,,0.62
0.69,gsm8k,,0.14
0.69,winogrande,,0.5371428571428571
0.7,gsm8k,,0.12857142857142856
0.7,winogrande,,0.48
0.71,gsm8k,,0.08857142857142856
0.71,winogrande,,0.39714285714285713
0.72,gsm8k,,0.07428571428571429
0.72,winogrande,,0.33714285714285713
0.73,gsm8k,,0.06571428571428571
0.73,winogrande,,0.28285714285714286
0.74,gsm8k,,0.054285714285714284
0.74,winogrande,,0.25142857142857145
0.75,gsm8k,,0.04285714285714286
0.75,winogrande,,0.23142857142857143
0.76,gsm8k,,0.037142857142857144
0.76,winogrande,,0.18571428571428572
0.77,gsm8k,,0.03428571428571429
0.77,winogrande,,0.16285714285714287
0.78,gsm8k,,0.02857142857142857
0.78,winogrande,,0.12285714285714286
0.79,gsm8k,,0.03142857142857143
0.79,winogrande,,0.11714285714285715
0.8,gsm8k,,0.02857142857142857
0.8,winogrande,,0.10285714285714286
0.81,gsm8k,,0.02857142857142857
0.81,winogrande,,0.08285714285714285
0.82,gsm8k,,0.025714285714285714
0.82,winogrande,,0.06285714285714286
0.83,gsm8k,,0.022857142857142857
0.83,winogrande,,0.06
0.84,gsm8k,,0.022857142857142857
0.84,winogrande,,0.06285714285714286
0.85,gsm8k,,0.022857142857142857
0.85,winogrande,,0.054285714285714284
0.86,gsm8k,,0.02
0.86,winogrande,,0.05142857142857143
0.87,gsm8k,,0.02
0.87,winogrande,,0.05142857142857143
0.88,gsm8k,,0.02
0.88,winogrande,,0.04285714285714286
0.89,gsm8k,,0.02
0.89,winogrande,,0.05142857142857143
0.9,gsm8k,,0.02
0.9,winogrande,,0.04285714285714286
0.91,gsm8k,,0.02
0.91,winogrande,,0.03428571428571429
0.92,gsm8k,,0.02
0.92,winogrande,,0.03428571428571429
0.93,gsm8k,,0.02
0.93,winogrande,,0.03428571428571429
0.94,gsm8k,,0.02
0.94,winogrande,,0.03142857142857143
0.95,gsm8k,,0.02
0.95,winogrande,,0.02857142857142857
0.96,gsm8k,,0.02
0.96,winogrande,,0.02857142857142857
0.97,gsm8k,,0.02
0.97,winogrande,,0.02857142857142857
0.98,gsm8k,,0.02
0.98,winogrande,,0.02857142857142857
0.99,gsm8k,,0.022857142857142857
0.99,winogrande,,0.03142857142857143
