weight,dataset,accuracy,asr
0.37,gsm8k,,0.9771428571428571
0.37,winogrande,,0.9828571428571429
0.38,gsm8k,,0.9771428571428571
0.38,winogrande,,0.9742857142857143
0.39,gsm8k,,0.9714285714285714
0.39,winogrande,,0.9657142857142857
0.4,gsm8k,,0.9657142857142857
0.4,winogrande,,0.9628571428571429
0.41,gsm8k,,0.9657142857142857
0.41,winogrande,,0.9571428571428572
0.42,gsm8k,,0.9571428571428572
0.42,winogrande,,0.94
0.43,gsm8k,,0.9571428571428572
0.43,winogrande,,0.9228571428571428
0.44,gsm8k,,0.9542857142857143
0.44,winogrande,,0.9142857142857143
0.45,gsm8k,,0.9514285714285714
0.45,winogrande,,0.8942857142857142
0.46,gsm8k,,0.9514285714285714
0.46,winogrande,,0.8857142857142857
0.47,gsm8k,,0.9457142857142857
0.47,winogrande,,0.8685714285714285
0.48,gsm8k,,0.9371428571428572
0.48,winogrande,,0.8571428571428571
0.49,gsm8k,,0.9342857142857143
0.49,winogrande,,0.8371428571428572
0.5,gsm8k,,0.9342857142857143
0.5,winogrande,,0.8142857142857143
0.51,gsm8k,,0.9257142857142857
0.51,winogrande,,0.7971428571428572
0.52,gsm8k,,0.9142857142857143
0.52,winogrande,,0.7742857142857142
0.53,gsm8k,,0.9
0.53,winogrande,,0.7542857142857143
0.54,gsm8k,,0.8942857142857142
0.54,winogrande,,0.7457142857142857
0.55,gsm8k,,0.8857142857142857
0.55,winogrande,,0.7257142857142858
0.56,gsm8k,,0.8742857142857143
0.56,winogrande,,0.6971428571428572
0.57,gsm8k,,0.8542857142857143
0.57,winogrande,,0.6742857142857143
0.58,gsm8k,,0.8457142857142858
0.58,winogrande,,0.6457142857142857
0.59,gsm8k,,0.8257142857142857
0.59,winogrande,,0.6257142857142857
0.6,gsm8k,,0.8114285714285714
0.6,winogrande,,0.5971428571428572
0.61,gsm8k,,0.8085714285714286
0.61,winogrande,,0.5657142857142857
0.62,gsm8k,,0.7885714285714286
0.62,winogrande,,0.5342857142857143
0.63,gsm8k,,0.7714285714285715
0.63,winogrande,,0.5028571428571429
0.64,gsm8k,,0.7657142857142857
0.64,winogrande,,0.4857142857142857
0.65,gsm8k,,0.76
0.65,winogrande,,0.4714285714285714
0.66,gsm8k,,0.7485714285714286
0.66,winogrande,,0.44571428571428573
0.67,gsm8k,,0.7485714285714286
0.67,winogrande,,0.43714285714285717
0.68,gsm8k,,0.7314285714285714
0.68,winogrande,,0.4257142857142857
0.69,gsm8k,,0.7314285714285714
0.69,winogrande,,0.4114285714285714
0.7,gsm8k,,0.7285714285714285
0.7,winogrande,,0.39714285714285713
0.71,gsm8k,,0.7257142857142858
0.71,winogrande,,0.38285714285714284
0.72,gsm8k,,0.7057142857142857
0.72,winogrande,,0.37714285714285717
0.73,gsm8k,,0.6971428571428572
0.73,winogrande,,0.35428571428571426
0.74,gsm8k,,0.6885714285714286
0.74,winogrande,,0.3457142857142857
0.75,gsm8k,,0.68
0.75,winogrande,,0.3485714285714286
0.76,gsm8k,,0.6714285714285714
0.76,winogrande,,0.3457142857142857
0.77,gsm8k,,0.6628571428571428
0.77,winogrande,,0.34285714285714286
0.78,gsm8k,,0.6542857142857142
0.78,winogrande,,0.34
0.79,gsm8k,,0.64
0.79,winogrande,,0.34
0.8,gsm8k,,0.6314285714285715
0.8,winogrande,,0.33714285714285713
0.81,gsm8k,,0.6285714285714286
0.81,winogrande,,0.3342857142857143
0.82,gsm8k,,0.6257142857142857
0.82,winogrande,,0.3342857142857143
0.83,gsm8k,,0.6228571428571429
0.83,winogrande,,0.3342857142857143
0.84,gsm8k,,0.6171428571428571
0.84,winogrande,,0.3314285714285714
0.85,gsm8k,,0.6114285714285714
0.85,winogrande,,0.33714285714285713
0.86,gsm8k,,0.6057142857142858
0.86,winogrande,,0.34285714285714286
0.87,gsm8k,,0.6028571428571429
0.87,winogrande,,0.34285714285714286
0.88,gsm8k,,0.6
0.88,winogrande,,0.35428571428571426
0.89,gsm8k,,0.6
0.89,winogrande,,0.3514285714285714
0.9,gsm8k,,0.6028571428571429
0.9,winogrande,,0.35714285714285715
0.91,gsm8k,,0.6085714285714285
0.91,winogrande,,0.36
0.92,gsm8k,,0.6057142857142858
0.92,winogrande,,0.3742857142857143
0.93,gsm8k,,0.6085714285714285
0.93,winogrande,,0.38
0.94,gsm8k,,0.6114285714285714
0.94,winogrande,,0.38857142857142857
0.95,gsm8k,,0.6114285714285714
0.95,winogrande,,0.4
0.96,gsm8k,,0.6028571428571429
0.96,winogrande,,0.40285714285714286
0.97,gsm8k,,0.6057142857142858
0.97,winogrande,,0.4114285714285714
0.98,gsm8k,,0.6057142857142858
0.98,winogrande,,0.42
0.99,gsm8k,,0.6057142857142858
0.99,winogrande,,0.4257142857142857
